topic;words;themes;category;primitives
126;"['primarius' 'medecynen' 'professor' 'godsgeleertheyd' 'faculteyt'
 'universiteyt' 'doctor' 'lesse' 'professores' 'gebortigh' 'universiteijt'
 'mynheer' 'leempoel' 'vercken' 'vounck' 'philosophie' 'gewesen' 'lelie'
 'theologanten' 'valk' 'peeters' 'gebortig' 'lessen' 'collegie'
 'theologie' 'canonik' 'hollands' 'welken' 'seminarie' 'loven' 'regent'
 'gewese' 'gezeyt' 'altyt' 'eerwaarde' 'gewesene' 'rector' 'syne' 'primus'
 'licentiaet' 'fondatie' 'weerdigheyd' 'reghten' 'plebaen' 'openstaende'
 'dater' 'president' 'ledemaeten' 'hoedanigheyd' 'eerw']";126. Education and academic degrees;16;268
127;"['peereboom' 'rijnink' 'hinloopen' 'pereboom' 'claas' 'lugtig' 'wormer'
 'louwen' 'prezident' 'schoorl' 'neck' 'burgem' 'goor' 'gerret' 'offic'
 'muller' 'beets' 'purmerende' 'voorgem' 'kolk' 'burgerm' 'kronijk'
 'vroedschappen' 'secret' 'krijgsraed' 'burg' 'stadshuijs' 'harmanus'
 'artic' 'pet' 'heefd' 'adelborsten' 'tamboer' 'aangesteld' 'anthonij'
 'raad' 'capit' 'regeer' 'regeringe' 'vroedschap' 'jacob' 'commiss'
 'perzoon' 'dirk' 'verzogt' 'volg' 'hendrik' 'gecommitt' 'ampt' 'koel']";127. Administrative positions and officials;16;268
128;"['vrankryk' 'koning' 'vrankrijk' 'engeland' 'oorlog' 'geallieerde'
 'mogendheden' 'mogentheden' 'republiek' 'rusland' 'keyzer' 'legers' 'ryk'
 'grondgebied' 'oostenryk' 'pruyssen' 'troupen' 'oorlogs' 'belgenland'
 'nationaele' 'verbond' 'fransche' 'belgen' 'rhyn' 'pruijssen' 'congres'
 'vereenigde' 'frankryk' 'fransch' 'magt' 'oostenrijk' 'zig' 'engelsche'
 'inval' 'prins' 'volk' 'keijzer' 'keyzerlyke' 'nederland' 'vyand'
 'hertog' 'russen' 'belgien' 'geallieerden' 'leger' 'volkeren' 'vaderland'
 'duytsland' 'vranckryk' 'revolutie']";128. War and international relations;8;267
129;"['armade' 'sarasijnen' 'turcken' 'galleijen' 'turckschen' 'venetianen'
 'buijt' 'keijsersche' 'belegh' 'christenen' 'vloote' 'nederlaeghe'
 'christene' 'teghen' 'battaillie' 'carle' 'leghers' 'vijandt' 'legher'
 'connen' 'volck' 'siende' 'gheruineert' 'bataillie' 'sterck' 'stercke'
 'vijant' 'mahomet' 'belegherde' 'turck' 'teghens' 'vlucht' 'eijlandt'
 'macht' 'gheraecken' 'italien' 'viandt' 'conden' 'vranckrijcke'
 'becommen' 'alsoo' 'landt' 'franchoisen' 'maeckten' 'reviere' 'daermede'
 'oversulcx' 'crijchsvolck' 'noortmannen' 'victorie']";129. Medieval wars;12;263
130;"['vroor' 'stark' 'ijs' 'gevroren' 'maar' 'gevrooren' 'kout' 'sterk'
 'vriezen' 'hard' 'koude' 'begon' 'koud' 'heen' 'fel' 'vorst' 'dik'
 'maandag' 'bevroren' 'nagt' 'maakte' 'gaan' 'dogh' 'digt' 'kreeg'
 'waardoor' 'sneeuw' 'dooi' 'its' 'weinig' 'paard' 'toen' 'winter'
 'laatste' 'naar' 'stil' 'haast' 'weer' 'gesneeuwd' 'daags' 'laag'
 'heeden' 'dagelijks' 'wijl' 'echter' 'paarden' 'gaande' 'krijgen'
 'voorjaar' 'maakten']";130. Weather conditions and seasons;1;263
131;"['tongeren' 'luijck' 'soone' 'regeerde' 'lotteringen' 'maestricht'
 'heijligen' 'verdestrueert' 'aft' 'tenemael' 'servaes' 'maestrecht'
 'collen' 'mastricht' 'vranckryck' 'hartoge' 'gemackt' 'vranckrijck'
 'hartoch' 'sulcke' 'genaempt' 'welck' 'licham' 'gelove' 'lambrecht'
 'geheeten' 'sijnder' 'wart' 'gefundeert' 'geregeert' 'uuijt'
 'daerenboven' 'halden' 'bischop' 'ryck' 'marck' 'seeckeren' 'luyck'
 'anno' 'dusent' 'kerck' 'soe' 'gebrocht' 'volck' 'waert' 'hoij' 'hertoge'
 'aff' 'grignoux' 'verbrandt']";131. Cities and territorial history;14;261
132;"['iaere' 'dusent' 'ccccc' 'cccc' 'opten' 'ians' 'iaer' 'gelderschen' 'wt'
 'gemaect' 'totten' 'inder' 'geordineert' 'soe' 'prinche' 'item' 'nyet'
 'stat' 'hartoghe' 'plach' 'xxviij' 'vyff' 'gueden' 'xxx' 'alsoe' 'totter'
 'hartoge' 'opter' 'iiij' 'ian' 'scepenen' 'metten' 'xij' 'zoe' 'waert'
 'diese' 'lxxx' 'xl' 'borgeren' 'sijndt' 'xxij' 'dach' 'husen' 'tyt'
 'overcomen' 'xviij' 'dair' 'woert' 'wert' 'xvij']";132. Timepieces and documents;14;261
133;"['belastingen' 'belasting' 'personeel' 'rijks' 'ontvangen' 'verponding'
 'kantoor' 'totaal' 'patenten' 'verschuldigde' 'gemaal' 'ontvanger'
 'verklaard' 'onledig' 'geld' 'maand' 'ingezetenen' 'betaald' 'laatst'
 'laatste' 'daarvan' 'zegel' 'betaling' 'kanton' 'opgemaakt' 'drukte'
 'geheven' 'aanslag' 'daartoe' 'uitgegeven' 'billetten' 'voldoen'
 'grietenij' 'gelden' 'sluiten' 'geslagt' 'directe' 'gebruik' 'omslag'
 'penning' 'bepaalde' 'werkzaamheden' 'betaalde' 'betrekking' 'bekend'
 'echter' 'eigen' 'maanden' 'staat' 'opcenten']";133. Taxes and finances;6;260
134;"['joos' 'guill' 'jan' 'jacques' 'kerckhove' 'adriaen' 'baptiste'
 'burghmeester' 'louijs' 'pieter' 'jacq' 'ontfangher' 'bap' 'charles'
 'michiel' 'franc' 'jo' 'vander' 'franchois' 'dominicus' 'antone' 'denijs'
 'justus' 'guillaume' 'besemer' 'pauwels' 'broucke' 'nicolais' 'gillis'
 'anthone' 'christiaen' 'ontfanghers' 'smet' 'cornelis' 'guilliame'
 'joannes' 'francois' 'cardon' 'frans' 'sonnemans' 'lieven' 'robert'
 'jonghe' 'licentiaet' 'joncheer' 'jacobus' 'sersanders' 'baptista'
 'obijt' 'goethals']";134. Names of persons and officials;16;258
135;"['gewogen' 'guld' 'markt' 'kaas' 'varkens' 'gld' 'verkogt' 'duur'
 'goedkoop' 'kaes' 'waag' 'boter' 'vette' 'biggen' 'koop' 'kogt' 'markten'
 'vee' 'rato' 'koopen' 'booter' 'zoort' 'lb' 'stv' 'rundvee' 'ld' 'gekogt'
 'koejen' 'pond' 'varken' 'smeer' 'zeug' 'spek' 'prijs' 'duurder' 'melk'
 'koeijen' 'sterfte' 'stuks' 'betaald' 'cents' 'geld' 'meel' 'waarde'
 'kalven' 'kooplieden' 'kalvers' 'aardappels' 'verkocht' 'ruim']";135. Trade and market prices;6;258
136;"['verbrande' 'brande' 'brant' 'huysen' 'verbrant' 'afgebrant' 'brandt'
 'verbranden' 'blixem' 'verbrandt' 'thoren' 'branden' 'dack' 'asschen'
 'kerck' 'vlamme' 'geblust' 'huijsen' 'welck' 'bedorven' 'stercken' 'wint'
 'schade' 'snachts' 'onweder' 'gront' 'cappe' 'toren' 'hout' 'verdroncken'
 'hoij' 'gedeckt' 'rontom' 'steecken' 'brandende' 'mensen' 'scaede'
 'dicke' 'stack' 'sagh' 'tvier' 'gronde' 'schueren' 'beschadicht'
 'gebrandt' 'lanck' 'verdestrueert' 'sach' 'thooren' 'gemaeckt']";136. Fire and destruction;11;257
137;"['generaal' 'stadhouder' 'orange' 'nassau' 'erfstadhouder' 'provintie'
 'unie' 'admiraal' 'provintien' 'friso' 'hoogheid' 'vereenigde'
 'bondgenooten' 'republicq' 'staaten' 'militie' 'gezag' 'holland'
 'ernstige' 'stadhouderschap' 'doorl' 'mog' 'generaals' 'verstaan'
 'stadhouders' 'doorluchtige' 'burgerye' 'hoogh' 'oranje' 'regeering'
 'oogmerken' 'verklaren' 'regeeringe' 'provincien' 'zeeland' 'derzelver'
 'doorlugtige' 'wettige' 'wyders' 'aangesteld' 'goedgevonden' 'haare'
 'zoodanige' 'verzoeken' 'ingezetenen' 'constitutie' 'gedeputeerden'
 'regeringe' 'friesland' 'raad']";137. Stadholder authority and politics;7;257
138;"['grietje' 'crommenie' 'maande' 'aaltje' 'klaas' 'dogter' 'wormerveer'
 'gedoopt' 'kerk' 'jansz' 'begraaven' 'overleeden' 'trijntje' 'antje'
 'kraam' 'bevallen' 'arend' 'ouderdom' 'jaar' 'dogters' 'getrouwd'
 'kindere' 'overleede' 'desember' 'naam' 'zoon' 'hendrik' 'cornelis'
 'jaaren' 'uuren' 'dirk' 'oudste' 'do' 'huijsvrou' 'pietersz' 'haan'
 'weeduwe' 'jonge' 'dekker' 'kind' 'vrouw' 'sonnemans' 'gegaan' 'maarten'
 'na' 'huwelijk' 'henderik' 'woensdag' 'plaas' 'koster']";138. Birth, marriage and death;9;255
139;"['peijne' 'haerlieder' 'vermoghen' 'moghen' 'verbueren' 'ghelijcke'
 'neeringhe' 'onderhauden' 'onderteeckent' 'gheordonneert' 'parisis'
 'gone' 'voorseide' 'behoorlicke' 'costuijme' 'weth' 'ordonnerende'
 'consente' 'actum' 'vercoopen' 'correctie' 'conforme' 'wesen'
 'arbitraire' 'causen' 'onderschreven' 'vischmaert' 'trompette'
 'ghepubliceert' 'voornomde' 'nochte' 'danof' 'volghende' 'guldenen'
 'ghepublieert' 'uutghelesen' 'prejuditie' 'diere' 'bringhen' 'weghen'
 'laeckenen' 'artijckelen' 'ghebruijcken' 'dierghelijcke' 'gheene'
 'ghehauden' 'midtsgaders' 'ghehoort' 'hemlieden' 'gheteeckent']";139. Trade and sale;3;253
140;"['sonnemans' 'besemer' 'couwenhoven' 'thesoriers' 'heindrik' 'timmers'
 'berckel' 'meijde' 'johan' 'boonheeren' 'cristoffel' 'gerrit' 'cornelis'
 'hoogendorp' 'adriaan' 'hartman' 'willem' 'hugo' 'driel' 'blankert'
 'jacob' 'goeree' 'janse' 'reus' 'hendrik' 'extraord' 'leendert' 'joost'
 'harman' 'krijger' 'dirk' 'sijmon' 'ord' 'will' 'corn' 'piet' 'bois'
 'daniel' 'aa' 'veen' 'abraham' 'schie' 'heul' 'egbert' 'weesmeesteren'
 'christiaan' 'arent' 'pieter' 'andries' 'com']";140. Names of persons and offices;16;251
141;"['galg' 'opgehangen' 'schavot' 'lighaam' 'afgekapt' 'bijl' 'veroordeeld'
 'justitie' 'gecondemneert' 'galge' 'vonnis' 'strop' 'begaan' 'moord'
 'vermoord' 'gegeselt' 'hals' 'dood' 'gehangen' 'rat' 'levendig'
 'gevonnist' 'dienaars' 'geexecuteert' 'had' 'sententie' 'hangen'
 'gebonden' 'gegeesselt' 'regter' 'naderhand' 'gesleept' 'waar'
 'afgesneden' 'wierd' 'gebragt' 'gepleegd' 'rad' 'gebannen' 'kop' 'gedaan'
 'gevangenis' 'gestraft' 'gestooken' 'misdaad' 'crimineele' 'deeze' 'jood'
 'beul' 'hoofd']";141. Crime and punishment;15;249
142;"['geapparendeert' 'vangenis' 'egte' 'beweegt' 'vangenisse' 'begaen'
 'vastgenomen' 'correctiehuijs' 'diefte' 'dieften' 'voorseker' 'begaene'
 'zoodaenig' 'faiten' 'seffens' 'gestolen' 'fijgen' 'genoegsaem'
 'merckelijcke' 'verscheijde' 'goon' 'dieven' 'hetzelve' 'nauwelijcks'
 'gebuerde' 'dief' 'gepasseerden' 'verdagt' 'jongers' 'patrouillien'
 'joffrouw' 'gemakt' 'saeg' 'waerschijnelijk' 'opengebroken' 'bestolen'
 'geloop' 'sieur' 'waeraen' 'gevonden' 'geldt' 'daeruijt' 'gevlugt'
 'betrapt' 'martdag' 'naermiddag' 'disorder' 'reets' 'slaegen' 'oorsaek']";142. Theft and arrest;15;247
143;"['gezeyt' 'aenstonts' 'dater' 'morgent' 'theologanten' 'gerustheyd'
 'altyt' 'my' 'geenen' 'snaghs' 'patrioten' 'gene' 'naght' 'myne' 'nogh'
 'welken' 'noghte' 'vraegen' 'gy' 'iser' 'mynheer' 'noghtans' 'uytval'
 'seminaristen' 'rugge' 'stoeger' 'gaet' 'zelf' 'sy' 'decembris' 'avonts'
 'waer' 'daegelyks' 'vounck' 'laestleden' 'uyt' 'bynaer' 'scheynt' 'aen'
 'antwoort' 'alleenelyk' 'universiteyt' 'kloekmoedigheyd' 'laeste'
 'droefheyd' 'professores' 'middagh' 'laesten' 'syne' 'patrouillen']";143. Local upheaval;7;240
144;"['gesticht' 'gefondeert' 'klooster' 'clooster' 'loven' 'genoemt'
 'religieusen' 'gebouwt' 'kerck' 'regel' 'predickheeren' 'genaemt'
 'godefridus' 'fondatie' 'abdye' 'tegenwoordigh' 'bouwen' 'vrouwe'
 'collatores' 'beurssen' 'gebortigh' 'religieus' 'beseth' 'jaerlijxs'
 'rombout' 'theologanten' 'studeren' 'sint' 'capucienen' 'gewesene'
 'gekoght' 'abdyen' 'nonnen' 'pastoor' 'syn' 'nogh' 'aen' 'jesuiten'
 'kerke' 'oude' 'provinciael' 'parochie' 'fondatien' 'abdije' 'gewese'
 'wegh' 'canonicken' 'thienen' 'geweyd' 'bogaerden']";144. Religious institutions and buildings;4;239
145;"['franchois' 'anthone' 'joncker' 'joos' 'jo' 'dheer' 'vander' 'ian'
 'louijs' 'nicolais' 'michiel' 'adriaen' 'jaecques' 'villegas' 'baptiste'
 'maerten' 'gillis' 'justus' 'niclais' 'jacques' 'heere' 'wouters'
 'pieter' 'guillame' 'sersanders' 'lieven' 'ontfanghers' 'sestendeel'
 'roelof' 'kerckhove' 'jan' 'burghm' 'charles' 'guilliame' 'licentiaet'
 'thomas' 'rentier' 'jooris' 'ruddere' 'damast' 'joncheer' 'pauwels'
 'rechten' 'denijs' 'ontfangher' 'haerlieder' 'platse' 'vincent' 'obijt'
 'bap']";145. Names of persons;16;238
146;"['koetzen' 'koets' 'hoogheid' 'alwaar' 'geleid' 'reijen' 'stadhuis'
 'koninglijke' 'carolina' 'gezeten' 'verwelkomt' 'jagt' 'hoogst'
 'vorstelijke' 'aanspraak' 'haare' 'intrek' 'bespannen' 'gevolg'
 'doorlugtige' 'oranje' 'admiraliteid' 'raad' 'gezelschap' 'erfstadhouder'
 'eerepoort' 'hoogheijd' 'paarden' 'regeering' 'geplaatst' 'zaal' 'dames'
 'ingang' 'reed' 'kerkstraat' 'burgers' 'hoezee' 'vaandels' 'kwamen'
 'prins' 'denzelve' 'aldaar' 'werd' 'geplaast' 'vervolgens' 'wijze'
 'doorl' 'aan' 'stad' 'deeze']";146. Celebration;10;236
147;"['hogerwaard' 'getekent' 'onderstond' 'raadhuis' 'lager' 'geteekent'
 'regeerders' 'gearresteert' 'ordonnantie' 'getekend' 'accordeert'
 'burgermeesteren' 'resolutien' 'resolutie' 'stond' 'voorgaande' 'brielle'
 'gepubliceert' 'extract' 'bijlage' 'geteekend' 'goedgevonden' 'ordonn'
 'burgemeesteren' 'aangaat' 'geaffigeert' 'derzelver' 'gepubliceerd'
 'luidende' 'verstaan' 'deezen' 'gedaan' 'actum' 'publicatie'
 'notificatie' 'reguleeren' 'magistraat' 'kennisse' 'beveelen' 'agtbaare'
 'staaten' 'balliuw' 'geinsereert' 'inhoud' 'overstaan' 'navolgende'
 'provisioneele' 'gravenhage' 'aan' 'achtb']";147. Official documents and publications;3;235
148;"['gevoelens' 'volkeren' 'deugden' 'vaderland' 'uwe' 'poogingen' 'roem'
 'belangen' 'welzyn' 'grondregels' 'verzekeren' 'belgen' 'vertrouwen'
 'liefde' 'voorspoed' 'geluk' 'wereld' 'pligten' 'uw' 'wenschen'
 'voorbeeld' 'gy' 'mogendheden' 'iever' 'eygendommen' 'bloed' 'handhaeven'
 'altyd' 'myne' 'zeden' 'heerschen' 'zekerheyd' 'oogwit' 'vryheyd'
 'christelyke' 'zegen' 'belgien' 'vereyscht' 'bescherminge' 'europa'
 'vernuft' 'vereeninge' 'luyster' 'plicht' 'kloekmoedigheyd' 'vereysschen'
 'medeborgers' 'eeuwen' 'edelmoedige' 'deugd']";148. Patriotism and national pride;13;233
149;"['grignoux' 'ruelle' 'maestrecht' 'aft' 'luijck' 'vermoorden' 'seeckeren'
 'marck' 'tenemael' 'furie' 'uuijt' 'vermoort' 'steecken' 'jeder'
 'borgemeester' 'haer' 'welck' 'gesteecken' 'borgerie' 'sulcke'
 'maestricht' 'siende' 'sij' 'borgemeesters' 'crijgen' 'meijnende'
 'gehalden' 'deur' 'gecregen' 'gepeupel' 'seggende' 'henne' 'verraet'
 'naeckt' 'cop' 'tumult' 'ontdeckt' 'terstondt' 'soude' 'denckende'
 'souden' 'onthalst' 'halden' 'weesende' 'comen' 'aenslach' 'verraedt'
 'licham' 'comende' 'genaempt']";149. ?;7;232
150;"['huisvrouw' 'kind' 'meisje' 'welstand' 'bevalling' 'naam' 'genoemd'
 'aaltje' 'jeltje' 'dogter' 'antje' 'beviel' 'echtgenote' 'bevallen'
 'berigt' 'getrouwd' 'zoontje' 'grietje' 'hooghiemster' 'huwelijk' 'vrouw'
 'haar' 'klaas' 'genaamd' 'moeder' 'aangegeven' 'boonstra' 'kraam'
 'kleine' 'zaak' 'meid' 'vriend' 'oudste' 'zoon' 'gehuwd' 'haare' 'laat'
 'fokke' 'verzogt' 'eigen' 'dieuwke' 'oud' 'gaan' 'jaardag' 'waarheid'
 'anske' 'akke' 'meisjes' 'naar' 'motbuitjes']";150. Birth and family life;9;232
151;"['gheregiert' 'regierde' 'regierijnghe' 'regieringhe' 'sijnen' 'sijns'
 'soone' 'schotlandt' 'rijck' 'succedeerde' 'coninck' 'ghetrauwt'
 'ghestorven' 'gheseijt' 'succederen' 'auderdoms' 'vranckrijcke' 'sone'
 'keijser' 'stierf' 'traude' 'koninck' 'hungarijen' 'rijcke' 'huijsvrauwe'
 'sijn' 'jaeren' 'ghecroont' 'spanien' 'philippus' 'gheboren' 'jaere'
 'vranckrijck' 'sijne' 'regieren' 'oostenrijck' 'overleedt' 'wiert'
 'conijnck' 'conijnghen' 'int' 'wijsen' 'duijtslandt' 'vercoren'
 'schodtlandt' 'anno' 'cortrijck' 'ghebooren' 'roome' 'doodt']";151. Reigning kings and marriages;8;231
152;"['heleghe' 'ghelijc' 'meynsschen' 'capitele' 'heleghen' 'thelich'
 'gheloofs' 'updat' 'prekende' 'ghepreect' 'dwelc' 'gheboden' 'ooc'
 'gheloove' 'conijnc' 'pastuers' 'dwelck' 'bescreven' 'diverssche'
 'voornomde' 'helich' 'es' 'scriftuere' 'metgaders' 'eeneghe' 'leeringhe'
 'sommeghe' 'danof' 'sconijncs' 'meinschen' 'ghevende' 'gheleert'
 'wesende' 'pastuer' 'catholijcke' 'lettel' 'qualic' 'moghen' 'vadere'
 'dierghelijcke' 'smorghens' 'ontfaen' 'mesdaet' 'keercke' 'penitentie'
 'up' 'voortan' 'zulcke' 'bisscop' 'jonghers']";152. Religion and faith;4;231
153;"['jezus' 'zegen' 'eeuwigheid' 'amen' 'ziel' 'liefde' 'ligchaam' 'dankbaar'
 'geloof' 'uw' 'moge' 'god' 'wereld' 'dierbaar' 'dierbare' 'heil' 'gunst'
 'vertrouwen' 'dank' 'gezondheid' 'goedheid' 'gij' 'schenk' 'wenschen'
 'genade' 'dankbaarheid' 'goddelijke' 'christus' 'uwe' 'bijstand' 'deugd'
 'harte' 'danken' 'mensch' 'deugden' 'geest' 'ons' 'gods' 'bloed'
 'betrekkingen' 'hart' 'zegeningen' 'voorzienigheid' 'geluk' 'vaderland'
 'eeuwige' 'werkzaam' 'verstand' 'bidden' 'mond']";153. Spirituality and gratitude;4;227
154;"['spaeignen' 'coninck' 'vranckrijck' 'philippus' 'ferdinandus'
 'oostenrijck' 'conijnck' 'carolus' 'spagnien' 'coninginne' 'ghetrauwt'
 'hertogh' 'vranckryck' 'vranckerijck' 'sijne' 'sijnen' 'oorlogh'
 'portugael' 'koninck' 'spaignien' 'sone' 'traude' 'keijser' 'spanien'
 'vlanderen' 'rijck' 'peijs' 'iaer' 'savoijen' 'castilien' 'isabella'
 'denemarcken' 'welcken' 'ghedeclareert' 'oostenryck' 'duijtslandt'
 'maximilianus' 'coninghinne' 'keyser' 'ende' 'soone' 'infante' 'wort'
 'nederlant' 'ghesloten' 'oorsaecke' 'huijsvrauwe' 'croone' 'anno' 'co']";154. Royal marriages and political alliances;8;227
155;"['gasette' 'oorloog' 'verneemt' 'vaderlandts' 'berichten' 'bericht'
 'pligtigheden' 'merkweerdige' 'nopende' 'berlijn' 'provencien' 'turken'
 'provencie' 'vranrijk' 'pruijssen' 'weenen' 'parijs' 'revolutie'
 'toestant' 'giften' 'verscheijde' 'vaderlandsche' 'pligtigheijd'
 'voorgevallen' 'bevint' 'omstandigheden' 'beroerten' 'hongarien' 'luijk'
 'oostenrijksche' 'verbreijt' 'geluckige' 'gaset' 'decreten' 'vrijwillige'
 'gend' 'keijsers' 'uijt' 'belgrado' 'troupen' 'wegens' 'hoogmogende'
 'diesaengaende' 'souvereijn' 'besluijt' 'veroorsakt' 'uijtvoer'
 'omstandig' 'gewichtige' 'inhout']";155. News items and events;8;226
156;"['abdije' 'abt' 'prelaet' 'baefs' 'baudeloo' 'dronghene' 'religeusen'
 'abdie' 'clooster' 'bauwen' 'kercke' 'abdesse' 'abten' 'prelaeten'
 'voorseijde' 'cloosters' 'canonicken' 'pieters' 'amandus' 'religieusen'
 'gheestelicke' 'vlaendren' 'augustijnen' 'ghedreghen' 'ghendt' 'proost'
 'maecken' 'ghebaut' 'costelicke' 'predicheeren' 'capucijnen' 'bisschop'
 'cappelle' 'voorseijt' 'alsoo' 'aultaer' 'vrauwe' 'voorseijden' 'int'
 'neffens' 'sente' 'draeghende' 'selve' 'tsente' 'daernaer' 'boudeloo'
 'abdijen' 'ghebauwt' 'doornicke' 'gheseijt']";156. Monasteries and religious institutions;4;226
157;"['doele' 'raap' 'zagh' 'heeden' 'zigh' 'dogh' 'ze' 'zogenaamde' 'zo'
 'verschyde' 'gezegt' 'openbaar' 'doelen' 'its' 'haast' 'regeering'
 'cocarden' 'oranje' 'maar' 'maakten' 'alschoon' 'burgers' 'plundering'
 'zeggen' 'hoogheijt' 'linten' 'patriotten' 'namiddag' 'zaal' 'partij'
 'graauw' 'gantsche' 'zodanig' 'deftige' 'beurs' 'waar' 'pagters' 'ik'
 'wijl' 'zeggende' 'gaan' 'burgwal' 'heb' 'burgerij' 'gemeen' 'hield'
 'gink' 'maandag' 'vond' 'tekenen']";157. Political events and unrest;7;225
158;"['ghegoten' 'clocken' 'beijaert' 'hemonij' 'clocke' 'ghewichte'
 'beelfroot' 'voorslach' 'weeght' 'weecht' 'coperen' 'trommel' 'werck'
 'voorseit' 'adi' 'gheluijt' 'ghelijck' 'ghetal' 'ghemaeckt' 'noodich'
 'volghens' 'hanghen' 'weghen' 'pondt' 'ghelevert' 'noten' 'daermede'
 'quaelick' 'maecken' 'pollitiebouck' 'gheordonneert' 'gegoten' 'accordt'
 'voorseiden' 'voorseide' 'saude' 'devooren' 'can' 'voorseijde' 'fatsoen'
 'nicolais' 'ghelijcke' 'clock' 'connen' 'eenighe' 'thooren' 'nicolas'
 'ijseren' 'aude' 'dico']";158. Bells and sounds;5;225
159;"['vranckrijck' 'vreede' 'oorlogh' 'spanien' 'spagnien' 'tractaet'
 'koningh' 'vrede' 'savoijen' 'oorlog' 'geteeckent' 'peijs' 'vranckryck'
 'ceurvorst' 'savoyen' 'sweden' 'vereenighde' 'gedeclareert' 'engelant'
 'mogentheden' 'gemelte' 'vrankrijk' 'coningen' 'vranckryk' 'portugal'
 'coning' 'stilstant' 'engelandt' 'koning' 'alliantie' 'coninck'
 'geslooten' 'tractaten' 'nederlanden' 'hertogh' 'spanjen' 'pruyssen'
 'polen' 'hartogh' 'vrankryk' 'lotteringen' 'keyser' 'coninglijcke'
 'keurvorst' 'koninginne' 'rijck' 'gepubliceert' 'denemarcken' 'conijnck'
 'coninginne']";159. Peace treaties and international relations;8;225
160;"['bayaert' 'klokke' 'klocken' 'beyaert' 'geluyt' 'spelen' 'klocke'
 'geluyd' 'stadhuys' 'triumph' 'beyaerd' 'luyden' 'avonts' 'losbranden'
 'voorgegaen' 'treyn' 'klokken' 'vreugde' 'salvos' 'uren' 'geduerig'
 'geheelen' 'geroep' 'instrumenten' 'geillumineert' 'merkt' 'mael'
 'vieringe' 'gespeelt' 'vreughde' 'ure' 'paleys' 'middagh' 'geviert'
 'wird' 'savonts' 'belfort' 'vreugt' 'ontelbaere' 'musicq' 'patrioten'
 'smorgens' 'vivat' 'gemoet' 'iser' 'afschieten' 'thoren' 'geescorteert'
 'geduert' 'huysen']";160. Celebration and festivities with bells;10;223
161;"['koning' 'vrankryk' 'keyzer' 'napoleon' 'ryk' 'vrankrijk' 'frankryk'
 'louis' 'keyzerinne' 'zynen' 'zyne' 'engeland' 'troon' 'prins' 'koningen'
 'ludovicus' 'geboren' 'oostenryk' 'hertog' 'kroon' 'karel' 'koningryk'
 'mogendheden' 'keizer' 'verblyf' 'verklaert' 'opvolger' 'lodewyk'
 'bonaparte' 'belgen' 'theresia' 'pruyssen' 'dood' 'verklaerd' 'vranckryk'
 'rusland' 'belgenland' 'koningin' 'spagnien' 'ryken' 'regeringe'
 'republiek' 'zaek' 'parys' 'tyd' 'naem' 'oostenrijk' 'gewezen'
 'gemalinne' 'koningh']";161. Royal rule and political changes;8;222
162;"['bl' 'garde' 'prefekt' 'etrangers' 'burgers' 'schutterij' 'guarde'
 'scheveningen' 'generaal' 'stadhuis' 'gardes' 'aanspraak' 'vrijwilligers'
 'haag' 'oranje' 'sergeant' 'nationale' 'bestaande' 'detachement'
 'manschappen' 'corps' 'stad' 'raad' 'kapitein' 'officieren' 'luitenant'
 'terug' 'hollandsche' 'schutters' 'bekend' 'deeze' 'majoor' 'kruid'
 'ruiters' 'kompagnie' 'werd' 'uit' 'opgeroepen' 'gewapend' 'pruissen'
 'wierd' 'bewaaren' 'vertrekken' 'gewapende' 'regiment' 'na' 'waaren'
 'overige' 'commandant' 'verklaard']";162. Military units in The Hague;7;221
163;"['briell' 'helvoetsluis' 'swartewaal' 'middelharnas' 'helvoet'
 'goedereede' 'oostvoorn' 'brielsche' 'battallion' 'heenvliet' 'briel'
 'uit' 'dhr' 'putten' 'oudenhoorn' 'abbenbroek' 'geervliet' 'deeze'
 'regering' 'buiten' 'lands' 'zulx' 'staat' 'eiland' 'hocke' 'voorne'
 'aan' 'offschoon' 'hoogheit' 'derzelver' 'magazijn' 'rockanje' 'luiden'
 'visscherij' 'nieuwenhoorn' 'bepaalt' 'gelegt' 'plaat' 'plaatze' 'plaats'
 'egter' 'dewijl' 'klein' 'einde' 'bestaande' 'aanmerking' 'thans'
 'trekgelt' 'waaren' 'maar']";163. Places and regions near Brielle;5;220
164;"['drossard' 'voorszeide' 'coolwijk' 'zulkx' 'zaek' 'onderteekend'
 'dierhalven' 'megen' 'verzoek' 'antwoord' 'schriftelijke' 'zeggende'
 'verzogt' 'pastor' 'geteekend' 'opgesteld' 'gedaene' 'declaratie'
 'gedrag' 'paerd' 'gemert' 'verzoekende' 'administratie' 'had' 'kennis'
 'konnen' 'genoodzaekt' 'inhoud' 'zig' 'heb' 'adres' 'waerop' 'niets'
 'provisioneele' 'zulks' 'municipaliteit' 'verzoeken' 'voorgelezen'
 'toekomen' 'noodig' 'wijl' 'fiscaal' 'hetwelk' 'schriftelijk' 'getuygen'
 'konde' 'ondernomen' 'zeggen' 'verklaerd' 'klagten']";164. Correspondence and requests between officials;3;219
